"LOCATION","Country","FREQUENCY","Frequency","MEAS","Measure","TIME","Time","Value","Flag Codes","Flags"
"JPN","Japan","A","Annual","PCT","Percentage of employees","1992","1992",24.5,,
"JPN","Japan","A","Annual","PCT","Percentage of employees","1993","1993",24.299999,,
"JPN","Japan","A","Annual","PCT","Percentage of employees","1994","1994",24.299999,,
"JPN","Japan","A","Annual","PCT","Percentage of employees","1995","1995",24,,
"JPN","Japan","A","Annual","PCT","Percentage of employees","1996","1996",23.4,,
"JPN","Japan","A","Annual","PCT","Percentage of employees","1997","1997",22.799999,,
"JPN","Japan","A","Annual","PCT","Percentage of employees","1998","1998",22.5,,
"JPN","Japan","A","Annual","PCT","Percentage of employees","1999","1999",22.200001,,
"JPN","Japan","A","Annual","PCT","Percentage of employees","2000","2000",21.5,,
"JPN","Japan","A","Annual","PCT","Percentage of employees","2001","2001",20.9,,
"JPN","Japan","A","Annual","PCT","Percentage of employees","2002","2002",20.299999,,
"JPN","Japan","A","Annual","PCT","Percentage of employees","2003","2003",19.700001,,
"JPN","Japan","A","Annual","PCT","Percentage of employees","2004","2004",19.299999,,
"JPN","Japan","A","Annual","PCT","Percentage of employees","2005","2005",18.799999,,
"JPN","Japan","A","Annual","PCT","Percentage of employees","2006","2006",18.299999,,
"JPN","Japan","A","Annual","PCT","Percentage of employees","2007","2007",18.299999,,
"JPN","Japan","A","Annual","PCT","Percentage of employees","2008","2008",18.200001,,
"JPN","Japan","A","Annual","PCT","Percentage of employees","2009","2009",18.5,,
"JPN","Japan","A","Annual","PCT","Percentage of employees","2010","2010",18.4,,
"JPN","Japan","A","Annual","PCT","Percentage of employees","2011","2011",19,,
"JPN","Japan","A","Annual","PCT","Percentage of employees","2012","2012",18,,
"JPN","Japan","A","Annual","PCT","Percentage of employees","2013","2013",17.799999,,
"JPN","Japan","A","Annual","PCT","Percentage of employees","2014","2014",17.6,,
"JPN","Japan","A","Annual","PCT","Percentage of employees","2015","2015",17.5,,
"JPN","Japan","A","Annual","PCT","Percentage of employees","2016","2016",17.4,,
"JPN","Japan","A","Annual","PCT","Percentage of employees","2017","2017",17.200001,,
"JPN","Japan","A","Annual","PCT","Percentage of employees","2018","2018",17,,
"JPN","Japan","A","Annual","PCT","Percentage of employees","2019","2019",16.799999,,
"KOR","Korea","A","Annual","PCT","Percentage of employees","1963","1963",9.3999996,,
"KOR","Korea","A","Annual","PCT","Percentage of employees","1964","1964",11.5,,
"KOR","Korea","A","Annual","PCT","Percentage of employees","1965","1965",11.6,,
"KOR","Korea","A","Annual","PCT","Percentage of employees","1966","1966",11.8,,
"KOR","Korea","A","Annual","PCT","Percentage of employees","1967","1967",12.4,,
"KOR","Korea","A","Annual","PCT","Percentage of employees","1968","1968",12.1,,
"KOR","Korea","A","Annual","PCT","Percentage of employees","1969","1969",12.5,,
"KOR","Korea","A","Annual","PCT","Percentage of employees","1970","1970",12.6,,
"KOR","Korea","A","Annual","PCT","Percentage of employees","1971","1971",12.7,,
"KOR","Korea","A","Annual","PCT","Percentage of employees","1972","1972",12.9,,
"KOR","Korea","A","Annual","PCT","Percentage of employees","1973","1973",13.2,,
"KOR","Korea","A","Annual","PCT","Percentage of employees","1974","1974",14.8,,
"KOR","Korea","A","Annual","PCT","Percentage of employees","1975","1975",15.8,,
"KOR","Korea","A","Annual","PCT","Percentage of employees","1976","1976",16.5,,
"KOR","Korea","A","Annual","PCT","Percentage of employees","1977","1977",16.700001,,
"KOR","Korea","A","Annual","PCT","Percentage of employees","1978","1978",16.9,,
"KOR","Korea","A","Annual","PCT","Percentage of employees","1979","1979",16.799999,,
"KOR","Korea","A","Annual","PCT","Percentage of employees","1980","1980",14.7,,
"KOR","Korea","A","Annual","PCT","Percentage of employees","1981","1981",14.6,,
"KOR","Korea","A","Annual","PCT","Percentage of employees","1982","1982",14.4,,
"KOR","Korea","A","Annual","PCT","Percentage of employees","1983","1983",14.1,,
"KOR","Korea","A","Annual","PCT","Percentage of employees","1984","1984",13.2,,
"KOR","Korea","A","Annual","PCT","Percentage of employees","1985","1985",12.4,,
"KOR","Korea","A","Annual","PCT","Percentage of employees","1986","1986",12.3,,
"KOR","Korea","A","Annual","PCT","Percentage of employees","1987","1987",13.8,,
"KOR","Korea","A","Annual","PCT","Percentage of employees","1988","1988",17.799999,,
"KOR","Korea","A","Annual","PCT","Percentage of employees","1989","1989",18.6,,
"KOR","Korea","A","Annual","PCT","Percentage of employees","1990","1990",17.4,,
"KOR","Korea","A","Annual","PCT","Percentage of employees","1991","1991",15.4,,
"KOR","Korea","A","Annual","PCT","Percentage of employees","1992","1992",14.6,,
"KOR","Korea","A","Annual","PCT","Percentage of employees","1993","1993",14,,
"KOR","Korea","A","Annual","PCT","Percentage of employees","1994","1994",13.3,,
"KOR","Korea","A","Annual","PCT","Percentage of employees","1995","1995",12.5,,
"KOR","Korea","A","Annual","PCT","Percentage of employees","1996","1996",12.1,,
"KOR","Korea","A","Annual","PCT","Percentage of employees","1997","1997",11.1,,
"KOR","Korea","A","Annual","PCT","Percentage of employees","1998","1998",11.4,,
"KOR","Korea","A","Annual","PCT","Percentage of employees","1999","1999",11.7,,
"KOR","Korea","A","Annual","PCT","Percentage of employees","2000","2000",11.4,,
"KOR","Korea","A","Annual","PCT","Percentage of employees","2001","2001",11.5,,
"KOR","Korea","A","Annual","PCT","Percentage of employees","2002","2002",11.3,,
"KOR","Korea","A","Annual","PCT","Percentage of employees","2003","2003",10.7,,
"KOR","Korea","A","Annual","PCT","Percentage of employees","2004","2004",10.3,,
"KOR","Korea","A","Annual","PCT","Percentage of employees","2005","2005",9.8999996,,
"KOR","Korea","A","Annual","PCT","Percentage of employees","2006","2006",10,,
"KOR","Korea","A","Annual","PCT","Percentage of employees","2007","2007",10.5,,
"KOR","Korea","A","Annual","PCT","Percentage of employees","2008","2008",10.2,,
"KOR","Korea","A","Annual","PCT","Percentage of employees","2009","2009",9.8999996,,
"KOR","Korea","A","Annual","PCT","Percentage of employees","2010","2010",9.6000004,,
"KOR","Korea","A","Annual","PCT","Percentage of employees","2011","2011",9.8000002,,
"KOR","Korea","A","Annual","PCT","Percentage of employees","2012","2012",9.8999996,,
"KOR","Korea","A","Annual","PCT","Percentage of employees","2013","2013",10.1,,
"KOR","Korea","A","Annual","PCT","Percentage of employees","2014","2014",10.1,,
"KOR","Korea","A","Annual","PCT","Percentage of employees","2015","2015",10,,
"KOR","Korea","A","Annual","PCT","Percentage of employees","2016","2016",10,,
"KOR","Korea","A","Annual","PCT","Percentage of employees","2017","2017",10.5,,
"KOR","Korea","A","Annual","PCT","Percentage of employees","2018","2018",11.6,,
"LUX","Luxembourg","A","Annual","PCT","Percentage of employees","1970","1970",46.5,,
"LUX","Luxembourg","A","Annual","PCT","Percentage of employees","1971","1971",45.599998,,
"LUX","Luxembourg","A","Annual","PCT","Percentage of employees","1972","1972",44.799999,,
"LUX","Luxembourg","A","Annual","PCT","Percentage of employees","1973","1973",44.700001,,
"LUX","Luxembourg","A","Annual","PCT","Percentage of employees","1974","1974",45.299999,,
"LUX","Luxembourg","A","Annual","PCT","Percentage of employees","1975","1975",45.400002,,
"LUX","Luxembourg","A","Annual","PCT","Percentage of employees","1976","1976",46.400002,,
"LUX","Luxembourg","A","Annual","PCT","Percentage of employees","1977","1977",47.400002,,
"LUX","Luxembourg","A","Annual","PCT","Percentage of employees","1978","1978",48.599998,,
"LUX","Luxembourg","A","Annual","PCT","Percentage of employees","1979","1979",49.099998,,
"LUX","Luxembourg","A","Annual","PCT","Percentage of employees","1980","1980",50.400002,,
"LUX","Luxembourg","A","Annual","PCT","Percentage of employees","1981","1981",51.799999,,
"LUX","Luxembourg","A","Annual","PCT","Percentage of employees","1987","1987",49.299999,,
"LUX","Luxembourg","A","Annual","PCT","Percentage of employees","1990","1990",46.099998,,
"LUX","Luxembourg","A","Annual","PCT","Percentage of employees","1993","1993",44.099998,,
"LUX","Luxembourg","A","Annual","PCT","Percentage of employees","1997","1997",41.900002,,
"LUX","Luxembourg","A","Annual","PCT","Percentage of employees","1998","1998",43.200001,,
"LUX","Luxembourg","A","Annual","PCT","Percentage of employees","2003","2003",44,,
"LUX","Luxembourg","A","Annual","PCT","Percentage of employees","2004","2004",43.400002,,
"LUX","Luxembourg","A","Annual","PCT","Percentage of employees","2005","2005",42.599998,,
"LUX","Luxembourg","A","Annual","PCT","Percentage of employees","2006","2006",41.400002,,
"LUX","Luxembourg","A","Annual","PCT","Percentage of employees","2007","2007",39.5,,
"LUX","Luxembourg","A","Annual","PCT","Percentage of employees","2008","2008",37.599998,,
"LUX","Luxembourg","A","Annual","PCT","Percentage of employees","2009","2009",36.799999,,
"LUX","Luxembourg","A","Annual","PCT","Percentage of employees","2010","2010",36.099998,,
"LUX","Luxembourg","A","Annual","PCT","Percentage of employees","2011","2011",36.599998,,
"LUX","Luxembourg","A","Annual","PCT","Percentage of employees","2012","2012",35.299999,,
"LUX","Luxembourg","A","Annual","PCT","Percentage of employees","2013","2013",34.799999,,
"LUX","Luxembourg","A","Annual","PCT","Percentage of employees","2014","2014",34.099998,,
"LUX","Luxembourg","A","Annual","PCT","Percentage of employees","2015","2015",33.299999,,
"LUX","Luxembourg","A","Annual","PCT","Percentage of employees","2016","2016",32.299999,,
"LUX","Luxembourg","A","Annual","PCT","Percentage of employees","2017","2017",32.099998,,
"LUX","Luxembourg","A","Annual","PCT","Percentage of employees","2018","2018",30.4,,
"LUX","Luxembourg","A","Annual","PCT","Percentage of employees","2019","2019",28.200001,,
"MEX","Mexico","A","Annual","PCT","Percentage of employees","1975","1975",40.5,,
"MEX","Mexico","A","Annual","PCT","Percentage of employees","1978","1978",33.299999,,
"MEX","Mexico","A","Annual","PCT","Percentage of employees","1989","1989",27.4,,
"MEX","Mexico","A","Annual","PCT","Percentage of employees","1992","1992",24.299999,,
"MEX","Mexico","A","Annual","PCT","Percentage of employees","1994","1994",19.9,,
"MEX","Mexico","A","Annual","PCT","Percentage of employees","1996","1996",15.7,,
"MEX","Mexico","A","Annual","PCT","Percentage of employees","1998","1998",16.6,,
"MEX","Mexico","A","Annual","PCT","Percentage of employees","2000","2000",16.700001,,
"MEX","Mexico","A","Annual","PCT","Percentage of employees","2002","2002",15.5,,
"MEX","Mexico","A","Annual","PCT","Percentage of employees","2005","2005",16.9,,
"MEX","Mexico","A","Annual","PCT","Percentage of employees","2006","2006",16.299999,,
"MEX","Mexico","A","Annual","PCT","Percentage of employees","2007","2007",16.700001,,
"MEX","Mexico","A","Annual","PCT","Percentage of employees","2008","2008",15.6,,
"MEX","Mexico","A","Annual","PCT","Percentage of employees","2009","2009",15.3,,
"MEX","Mexico","A","Annual","PCT","Percentage of employees","2010","2010",14.5,,
"MEX","Mexico","A","Annual","PCT","Percentage of employees","2011","2011",14.7,,
"MEX","Mexico","A","Annual","PCT","Percentage of employees","2012","2012",14,,
"MEX","Mexico","A","Annual","PCT","Percentage of employees","2013","2013",13.8,,
"MEX","Mexico","A","Annual","PCT","Percentage of employees","2014","2014",13.6,,
"MEX","Mexico","A","Annual","PCT","Percentage of employees","2015","2015",13.1,,
"MEX","Mexico","A","Annual","PCT","Percentage of employees","2016","2016",12.7,,
"MEX","Mexico","A","Annual","PCT","Percentage of employees","2017","2017",12.5,,
"MEX","Mexico","A","Annual","PCT","Percentage of employees","2018","2018",12,,
"MEX","Mexico","A","Annual","PCT","Percentage of employees","2019","2019",12.3,,
"MEX","Mexico","A","Annual","PCT","Percentage of employees","2020","2020",12.4,,
"NLD","Netherlands","A","Annual","PCT","Percentage of employees","1960","1960",41.700001,,
"NLD","Netherlands","A","Annual","PCT","Percentage of employees","1961","1961",41.099998,,
"NLD","Netherlands","A","Annual","PCT","Percentage of employees","1962","1962",40.799999,,
"NLD","Netherlands","A","Annual","PCT","Percentage of employees","1963","1963",41,,
"NLD","Netherlands","A","Annual","PCT","Percentage of employees","1964","1964",39.900002,,
"NLD","Netherlands","A","Annual","PCT","Percentage of employees","1965","1965",39.700001,,
"NLD","Netherlands","A","Annual","PCT","Percentage of employees","1966","1966",40.299999,,
"NLD","Netherlands","A","Annual","PCT","Percentage of employees","1967","1967",39.799999,,
"NLD","Netherlands","A","Annual","PCT","Percentage of employees","1968","1968",39,,
"NLD","Netherlands","A","Annual","PCT","Percentage of employees","1969","1969",38,,
"NLD","Netherlands","A","Annual","PCT","Percentage of employees","1970","1970",38.099998,,
"NLD","Netherlands","A","Annual","PCT","Percentage of employees","1971","1971",37.799999,,
"NLD","Netherlands","A","Annual","PCT","Percentage of employees","1972","1972",37.5,,
"NLD","Netherlands","A","Annual","PCT","Percentage of employees","1973","1973",37.900002,,
"NLD","Netherlands","A","Annual","PCT","Percentage of employees","1974","1974",37.5,,
"NLD","Netherlands","A","Annual","PCT","Percentage of employees","1975","1975",37.799999,,
"NLD","Netherlands","A","Annual","PCT","Percentage of employees","1976","1976",37.099998,,
"NLD","Netherlands","A","Annual","PCT","Percentage of employees","1977","1977",37.200001,,
"NLD","Netherlands","A","Annual","PCT","Percentage of employees","1978","1978",37,,
"NLD","Netherlands","A","Annual","PCT","Percentage of employees","1979","1979",36.599998,,
"NLD","Netherlands","A","Annual","PCT","Percentage of employees","1980","1980",34.799999,,
"NLD","Netherlands","A","Annual","PCT","Percentage of employees","1981","1981",33,,
"NLD","Netherlands","A","Annual","PCT","Percentage of employees","1982","1982",32.299999,,
"NLD","Netherlands","A","Annual","PCT","Percentage of employees","1983","1983",30.700001,,
"NLD","Netherlands","A","Annual","PCT","Percentage of employees","1984","1984",29.299999,,
"NLD","Netherlands","A","Annual","PCT","Percentage of employees","1985","1985",27.700001,,
"NLD","Netherlands","A","Annual","PCT","Percentage of employees","1986","1986",27.1,,
"NLD","Netherlands","A","Annual","PCT","Percentage of employees","1987","1987",24.5,,
"NLD","Netherlands","A","Annual","PCT","Percentage of employees","1988","1988",24.4,,
"NLD","Netherlands","A","Annual","PCT","Percentage of employees","1989","1989",24.6,,
"NLD","Netherlands","A","Annual","PCT","Percentage of employees","1990","1990",24.6,,
"NLD","Netherlands","A","Annual","PCT","Percentage of employees","1991","1991",24.299999,,
"NLD","Netherlands","A","Annual","PCT","Percentage of employees","1992","1992",24.1,,
"NLD","Netherlands","A","Annual","PCT","Percentage of employees","1993","1993",25.700001,,
"NLD","Netherlands","A","Annual","PCT","Percentage of employees","1994","1994",25.299999,,
"NLD","Netherlands","A","Annual","PCT","Percentage of employees","1995","1995",25.299999,,
"NLD","Netherlands","A","Annual","PCT","Percentage of employees","1996","1996",24.1,,
"NLD","Netherlands","A","Annual","PCT","Percentage of employees","1997","1997",25.1,,
"NLD","Netherlands","A","Annual","PCT","Percentage of employees","1998","1998",24.4,,
"NLD","Netherlands","A","Annual","PCT","Percentage of employees","1999","1999",24.4,,
"NLD","Netherlands","A","Annual","PCT","Percentage of employees","2000","2000",22.299999,,
"NLD","Netherlands","A","Annual","PCT","Percentage of employees","2001","2001",21.6,,
"NLD","Netherlands","A","Annual","PCT","Percentage of employees","2002","2002",21.4,,
"NLD","Netherlands","A","Annual","PCT","Percentage of employees","2003","2003",20.9,,
"NLD","Netherlands","A","Annual","PCT","Percentage of employees","2004","2004",21.299999,,
"NLD","Netherlands","A","Annual","PCT","Percentage of employees","2005","2005",22.1,,
"NLD","Netherlands","A","Annual","PCT","Percentage of employees","2006","2006",21.4,,
"NLD","Netherlands","A","Annual","PCT","Percentage of employees","2007","2007",20.200001,,
"NLD","Netherlands","A","Annual","PCT","Percentage of employees","2008","2008",20,,
"NLD","Netherlands","A","Annual","PCT","Percentage of employees","2009","2009",20,,
"NLD","Netherlands","A","Annual","PCT","Percentage of employees","2010","2010",19.5,,
"NLD","Netherlands","A","Annual","PCT","Percentage of employees","2011","2011",19.299999,,
"NLD","Netherlands","A","Annual","PCT","Percentage of employees","2012","2012",18.799999,,
"NLD","Netherlands","A","Annual","PCT","Percentage of employees","2013","2013",18.200001,,
"NLD","Netherlands","A","Annual","PCT","Percentage of employees","2014","2014",18.1,,
"NLD","Netherlands","A","Annual","PCT","Percentage of employees","2015","2015",17.700001,,
"NLD","Netherlands","A","Annual","PCT","Percentage of employees","2016","2016",17.299999,,
"NLD","Netherlands","A","Annual","PCT","Percentage of employees","2017","2017",16.799999,,
"NLD","Netherlands","A","Annual","PCT","Percentage of employees","2018","2018",16.5,,
"NLD","Netherlands","A","Annual","PCT","Percentage of employees","2019","2019",15.4,,
"NZL","New Zealand","A","Annual","PCT","Percentage of employees","1970","1970",56.200001,,
"NZL","New Zealand","A","Annual","PCT","Percentage of employees","1971","1971",56.299999,,
"NZL","New Zealand","A","Annual","PCT","Percentage of employees","1972","1972",56.299999,,
"NZL","New Zealand","A","Annual","PCT","Percentage of employees","1973","1973",59,,
"NZL","New Zealand","A","Annual","PCT","Percentage of employees","1974","1974",59.299999,,
"NZL","New Zealand","A","Annual","PCT","Percentage of employees","1975","1975",60.900002,,
"NZL","New Zealand","A","Annual","PCT","Percentage of employees","1976","1976",61,,
"NZL","New Zealand","A","Annual","PCT","Percentage of employees","1977","1977",62.799999,,
"NZL","New Zealand","A","Annual","PCT","Percentage of employees","1978","1978",65.699997,,
"NZL","New Zealand","A","Annual","PCT","Percentage of employees","1979","1979",69,,
"NZL","New Zealand","A","Annual","PCT","Percentage of employees","1980","1980",69.099998,,
"NZL","New Zealand","A","Annual","PCT","Percentage of employees","1981","1981",65.699997,,
"NZL","New Zealand","A","Annual","PCT","Percentage of employees","1982","1982",63.400002,,
"NZL","New Zealand","A","Annual","PCT","Percentage of employees","1983","1983",60.900002,,
"NZL","New Zealand","A","Annual","PCT","Percentage of employees","1984","1984",55,,
"NZL","New Zealand","A","Annual","PCT","Percentage of employees","1985","1985",53.400002,,
"NZL","New Zealand","A","Annual","PCT","Percentage of employees","1989","1989",53,,
"NZL","New Zealand","A","Annual","PCT","Percentage of employees","1991","1991",42.900002,,
"NZL","New Zealand","A","Annual","PCT","Percentage of employees","1992","1992",36,,
"NZL","New Zealand","A","Annual","PCT","Percentage of employees","1993","1993",33.700001,,
"NZL","New Zealand","A","Annual","PCT","Percentage of employees","1994","1994",29.6,,
"NZL","New Zealand","A","Annual","PCT","Percentage of employees","1995","1995",27.200001,,
"NZL","New Zealand","A","Annual","PCT","Percentage of employees","1996","1996",24.700001,,
"NZL","New Zealand","A","Annual","PCT","Percentage of employees","1997","1997",23.4,,
"NZL","New Zealand","A","Annual","PCT","Percentage of employees","1998","1998",22.1,,
"NZL","New Zealand","A","Annual","PCT","Percentage of employees","1999","1999",21.700001,,
"NZL","New Zealand","A","Annual","PCT","Percentage of employees","2000","2000",22.4,,
"NZL","New Zealand","A","Annual","PCT","Percentage of employees","2001","2001",22.299999,,
"NZL","New Zealand","A","Annual","PCT","Percentage of employees","2002","2002",21.799999,,
"NZL","New Zealand","A","Annual","PCT","Percentage of employees","2003","2003",21.700001,,
"NZL","New Zealand","A","Annual","PCT","Percentage of employees","2004","2004",21.700001,,
"NZL","New Zealand","A","Annual","PCT","Percentage of employees","2005","2005",22.299999,,
"NZL","New Zealand","A","Annual","PCT","Percentage of employees","2006","2006",21.799999,,
"NZL","New Zealand","A","Annual","PCT","Percentage of employees","2007","2007",20.799999,,
"NZL","New Zealand","A","Annual","PCT","Percentage of employees","2008","2008",21.4,,
"NZL","New Zealand","A","Annual","PCT","Percentage of employees","2009","2009",21.5,,
"NZL","New Zealand","A","Annual","PCT","Percentage of employees","2010","2010",21.4,,
"NZL","New Zealand","A","Annual","PCT","Percentage of employees","2011","2011",20.5,,
"NZL","New Zealand","A","Annual","PCT","Percentage of employees","2012","2012",20.299999,,
"NZL","New Zealand","A","Annual","PCT","Percentage of employees","2013","2013",19.5,,
"NZL","New Zealand","A","Annual","PCT","Percentage of employees","2014","2014",18.6,,
"NZL","New Zealand","A","Annual","PCT","Percentage of employees","2015","2015",17.9,,
"NZL","New Zealand","A","Annual","PCT","Percentage of employees","2016","2016",17.799999,,
"NZL","New Zealand","A","Annual","PCT","Percentage of employees","2017","2017",17.5,,
"NZL","New Zealand","A","Annual","PCT","Percentage of employees","2018","2018",17.700001,,
"NOR","Norway","A","Annual","PCT","Percentage of employees","1960","1960",60,,
"NOR","Norway","A","Annual","PCT","Percentage of employees","1961","1961",60.799999,,
"NOR","Norway","A","Annual","PCT","Percentage of employees","1962","1962",59.799999,,
"NOR","Norway","A","Annual","PCT","Percentage of employees","1963","1963",60.099998,,
"NOR","Norway","A","Annual","PCT","Percentage of employees","1964","1964",59.299999,,
"NOR","Norway","A","Annual","PCT","Percentage of employees","1965","1965",59,,
"NOR","Norway","A","Annual","PCT","Percentage of employees","1966","1966",58.099998,,
"NOR","Norway","A","Annual","PCT","Percentage of employees","1967","1967",57.599998,,
"NOR","Norway","A","Annual","PCT","Percentage of employees","1968","1968",57.200001,,
"NOR","Norway","A","Annual","PCT","Percentage of employees","1969","1969",57.200001,,
"NOR","Norway","A","Annual","PCT","Percentage of employees","1970","1970",56.799999,,
"NOR","Norway","A","Annual","PCT","Percentage of employees","1971","1971",54.700001,,
"NOR","Norway","A","Annual","PCT","Percentage of employees","1972","1972",51.900002,,
"NOR","Norway","A","Annual","PCT","Percentage of employees","1973","1973",53.099998,,
"NOR","Norway","A","Annual","PCT","Percentage of employees","1974","1974",54.099998,,
"NOR","Norway","A","Annual","PCT","Percentage of employees","1975","1975",53.5,,
"NOR","Norway","A","Annual","PCT","Percentage of employees","1976","1976",52.299999,,
"NOR","Norway","A","Annual","PCT","Percentage of employees","1977","1977",53.599998,,
"NOR","Norway","A","Annual","PCT","Percentage of employees","1978","1978",54,,
"NOR","Norway","A","Annual","PCT","Percentage of employees","1979","1979",55.5,,
"NOR","Norway","A","Annual","PCT","Percentage of employees","1980","1980",57.900002,,
"NOR","Norway","A","Annual","PCT","Percentage of employees","1981","1981",57.700001,,
"NOR","Norway","A","Annual","PCT","Percentage of employees","1982","1982",58.099998,,
"NOR","Norway","A","Annual","PCT","Percentage of employees","1983","1983",58.099998,,
"NOR","Norway","A","Annual","PCT","Percentage of employees","1984","1984",58.299999,,
"NOR","Norway","A","Annual","PCT","Percentage of employees","1985","1985",57.5,,
"NOR","Norway","A","Annual","PCT","Percentage of employees","1986","1986",57.099998,,
"NOR","Norway","A","Annual","PCT","Percentage of employees","1987","1987",55.700001,,
"NOR","Norway","A","Annual","PCT","Percentage of employees","1988","1988",56.099998,,
"NOR","Norway","A","Annual","PCT","Percentage of employees","1989","1989",57.900002,,
"NOR","Norway","A","Annual","PCT","Percentage of employees","1990","1990",58.5,,
"NOR","Norway","A","Annual","PCT","Percentage of employees","1991","1991",58.099998,,
"NOR","Norway","A","Annual","PCT","Percentage of employees","1992","1992",58.099998,,
"NOR","Norway","A","Annual","PCT","Percentage of employees","1993","1993",58,,
"NOR","Norway","A","Annual","PCT","Percentage of employees","1994","1994",57.799999,,
"NOR","Norway","A","Annual","PCT","Percentage of employees","1995","1995",57.299999,,
"NOR","Norway","A","Annual","PCT","Percentage of employees","1996","1996",56.5,,
"NOR","Norway","A","Annual","PCT","Percentage of employees","1997","1997",54.599998,,
"NOR","Norway","A","Annual","PCT","Percentage of employees","1998","1998",55,,
"NOR","Norway","A","Annual","PCT","Percentage of employees","1999","1999",54,,
"NOR","Norway","A","Annual","PCT","Percentage of employees","2000","2000",53.599998,,
"NOR","Norway","A","Annual","PCT","Percentage of employees","2001","2001",52.599998,,
"NOR","Norway","A","Annual","PCT","Percentage of employees","2002","2002",52.799999,,
"NOR","Norway","A","Annual","PCT","Percentage of employees","2003","2003",51.799999,,
"NOR","Norway","A","Annual","PCT","Percentage of employees","2004","2004",51.599998,,
"NOR","Norway","A","Annual","PCT","Percentage of employees","2005","2005",51.200001,,
"NOR","Norway","A","Annual","PCT","Percentage of employees","2006","2006",51.099998,,
"NOR","Norway","A","Annual","PCT","Percentage of employees","2007","2007",50.099998,,
"NOR","Norway","A","Annual","PCT","Percentage of employees","2008","2008",49.799999,,
"NOR","Norway","A","Annual","PCT","Percentage of employees","2009","2009",50.299999,,
"NOR","Norway","A","Annual","PCT","Percentage of employees","2010","2010",50.5,,
"NOR","Norway","A","Annual","PCT","Percentage of employees","2011","2011",49.900002,,
"NOR","Norway","A","Annual","PCT","Percentage of employees","2012","2012",49.900002,,
"NOR","Norway","A","Annual","PCT","Percentage of employees","2013","2013",49.799999,,
"NOR","Norway","A","Annual","PCT","Percentage of employees","2014","2014",50.099998,,
"NOR","Norway","A","Annual","PCT","Percentage of employees","2015","2015",49.799999,,
"NOR","Norway","A","Annual","PCT","Percentage of employees","2016","2016",50,,
"NOR","Norway","A","Annual","PCT","Percentage of employees","2017","2017",50,,
"NOR","Norway","A","Annual","PCT","Percentage of employees","2018","2018",49.900002,,
"NOR","Norway","A","Annual","PCT","Percentage of employees","2019","2019",50.400002,,
"POL","Poland","A","Annual","PCT","Percentage of employees","1990","1990",63.599998,,
"POL","Poland","A","Annual","PCT","Percentage of employees","1991","1991",54.299999,,
"POL","Poland","A","Annual","PCT","Percentage of employees","1992","1992",44.400002,,
"POL","Poland","A","Annual","PCT","Percentage of employees","1993","1993",46.099998,,
"POL","Poland","A","Annual","PCT","Percentage of employees","1994","1994",38.299999,,
"POL","Poland","A","Annual","PCT","Percentage of employees","1995","1995",34.700001,,
"POL","Poland","A","Annual","PCT","Percentage of employees","1996","1996",32.099998,,
"POL","Poland","A","Annual","PCT","Percentage of employees","1997","1997",28.700001,,
"POL","Poland","A","Annual","PCT","Percentage of employees","1998","1998",26.1,,
"POL","Poland","A","Annual","PCT","Percentage of employees","1999","1999",24.700001,,
"POL","Poland","A","Annual","PCT","Percentage of employees","2000","2000",23.5,,
"POL","Poland","A","Annual","PCT","Percentage of employees","2001","2001",22.299999,,
"POL","Poland","A","Annual","PCT","Percentage of employees","2002","2002",22.799999,,
"POL","Poland","A","Annual","PCT","Percentage of employees","2003","2003",22.9,,
"POL","Poland","A","Annual","PCT","Percentage of employees","2004","2004",22.9,,
"POL","Poland","A","Annual","PCT","Percentage of employees","2005","2005",23.799999,,
"POL","Poland","A","Annual","PCT","Percentage of employees","2006","2006",17.9,,
"POL","Poland","A","Annual","PCT","Percentage of employees","2007","2007",16.700001,,
"POL","Poland","A","Annual","PCT","Percentage of employees","2008","2008",15.7,,
"POL","Poland","A","Annual","PCT","Percentage of employees","2009","2009",15.4,,
"POL","Poland","A","Annual","PCT","Percentage of employees","2010","2010",17.4,,
"POL","Poland","A","Annual","PCT","Percentage of employees","2011","2011",17.299999,,
"POL","Poland","A","Annual","PCT","Percentage of employees","2012","2012",16.6,,
"POL","Poland","A","Annual","PCT","Percentage of employees","2014","2014",16.5,,
"POL","Poland","A","Annual","PCT","Percentage of employees","2016","2016",14.1,,
"POL","Poland","A","Annual","PCT","Percentage of employees","2017","2017",13.4,,
"PRT","Portugal","A","Annual","PCT","Percentage of employees","1973","1973",75,,
"PRT","Portugal","A","Annual","PCT","Percentage of employees","1977","1977",63,,
"PRT","Portugal","A","Annual","PCT","Percentage of employees","1978","1978",60.799999,,
"PRT","Portugal","A","Annual","PCT","Percentage of employees","1979","1979",60.099998,,
"PRT","Portugal","A","Annual","PCT","Percentage of employees","1984","1984",47.200001,,
"PRT","Portugal","A","Annual","PCT","Percentage of employees","1986","1986",41.200001,,
"PRT","Portugal","A","Annual","PCT","Percentage of employees","1990","1990",29.299999,,
"PRT","Portugal","A","Annual","PCT","Percentage of employees","1995","1995",26.6,,
"PRT","Portugal","A","Annual","PCT","Percentage of employees","1997","1997",25.200001,,
"PRT","Portugal","A","Annual","PCT","Percentage of employees","2002","2002",20.5,,
"PRT","Portugal","A","Annual","PCT","Percentage of employees","2003","2003",21.1,,
"PRT","Portugal","A","Annual","PCT","Percentage of employees","2004","2004",21.6,,
